circuit,tournament,country,year,date,gender,match_num,w_player1,w_p1_birthdate,w_p1_age,w_p1_hgt,w_p1_country,w_player2,w_p2_birthdate,w_p2_age,w_p2_hgt,w_p2_country,w_rank,l_player1,l_p1_birthdate,l_p1_age,l_p1_hgt,l_p1_country,l_player2,l_p2_birthdate,l_p2_age,l_p2_hgt,l_p2_country,l_rank,score,duration,bracket,round,w_p1_tot_attacks,w_p1_tot_kills,w_p1_tot_errors,w_p1_tot_hitpct,w_p1_tot_aces,w_p1_tot_serve_errors,w_p1_tot_blocks,w_p1_tot_digs,w_p2_tot_attacks,w_p2_tot_kills,w_p2_tot_errors,w_p2_tot_hitpct,w_p2_tot_aces,w_p2_tot_serve_errors,w_p2_tot_blocks,w_p2_tot_digs,l_p1_tot_attacks,l_p1_tot_kills,l_p1_tot_errors,l_p1_tot_hitpct,l_p1_tot_aces,l_p1_tot_serve_errors,l_p1_tot_blocks,l_p1_tot_digs,l_p2_tot_attacks,l_p2_tot_kills,l_p2_tot_errors,l_p2_tot_hitpct,l_p2_tot_aces,l_p2_tot_serve_errors,l_p2_tot_blocks,l_p2_tot_digs
FIVB,Salvador,Brazil,2005,2005-10-19,M,26,Paul Laciga,1970-11-24,34.9021218,76,Switzerland,Sascha Heyer,1972-07-21,33.2457221,80,Switzerland,9,Dmitriy Vorobyev,1974-09-26,31.063655,80,Kazakhstan,Pavel Zabuslayev,1978-05-11,27.4414784,74,Kazakhstan,"25, Q9","21-14, 21-15",00:36:00,Contender's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Mallorca,Spain,2001,2001-09-12,M,84,Johan Svensson,1975-05-07,26.3518138,NA,Sweden,Mikael Oestberg,1974-12-30,26.7022587,72,Sweden,Q29,Federico Corenstein,1977-05-10,24.3422313,NA,Israel,Timour Petreaev,1977-10-27,23.8767967,NA,Israel,Q31,"21-17, 21-19",00:39:00,Qualifier Bracket,Round 6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Huntington Beach,United States,2006,2006-05-26,W,50,Barbra Fontana,2065-09-08,40.7118412,66,United States,Carrie Dodd,1974-05-19,32.019165,72,United States,8,Angie Akers,1976-06-30,29.9028063,72,United States,Heather Lowe,1975-04-13,31.118412,72,United States,16,"21-12, 19-21, 15-5",00:51:00,Contender's Bracket,Round 3,34,16,3,0.382,1,3,0,16,30,22,1,0.7,3,1,3,4,37,16,5,0.297,1,2,0,11,31,12,5,0.226,1,0,1,8
FIVB,Paris,France,2006,2006-07-26,M,43,Jose Pedrosa,1978-02-28,28.4052019,74,Portugal,Pedro Rosas,1979-09-11,26.8720055,76,Portugal,"23, Q11",Casey Jennings,1975-07-10,31.0444901,75,United States,Matt Fuerbringer,1974-01-29,32.4873374,80,United States,Q22,"21-15, 19-21, 15-12",01:06:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Moscow,Russia,2015,2015-05-25,W,9,Juliana Felisberta,1983-07-22,31.8412047,70,Brazil,Maria Antonelli,1984-02-25,31.2443532,69,Brazil,5,Anouk Verg̩-D̩pr̩,1992-02-11,23.2826831,73,Switzerland,Isabelle Forrer,1982-03-28,33.1581109,70,Switzerland,"28, Q10","21-16, 21-17",00:39:00,Pool E,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Zagreb,Croatia,2006,2006-05-31,M,3,Inocencio Lario,1984-02-28,22.2532512,77,Spain,Javier Bosma,1969-11-06,36.5639973,75,Spain,24,Pero Krizanovic,1976-06-11,29.9685147,76,Croatia,Toni Ivkovic,1976-06-10,29.9712526,78,Croatia,9,"21-18, 21-19",00:44:00,Winner's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Lianyungang,China,2004,2004-05-19,M,5,Conrad Leinemann,1971-04-02,33.1307324,75,Canada,Rich VanHuizen,1975-11-25,28.4818617,81,Canada,Q5,Fangtian Gao,1982-03-10,22.1930185,78,China,Shengwei Han,1982-08-14,21.7631759,72,China,Q28,"21-14, 21-16",00:39:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Klagenfurt,Austria,2012,2012-07-16,W,48,Anouk Verg̩-D̩pr̩,1992-02-11,20.4271047,73,Switzerland,Isabelle Forrer,1982-03-28,30.3025325,70,Switzerland,"25, Q6",Angie Akers,1976-06-30,36.0438056,72,United States,Brittany Hochevar,1981-05-26,31.1403149,72,United States,"24, Q7","18-21, 33-31, 15-10",01:04:00,Pool H,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Las Vegas,United States,2018,2018-10-17,M,18,Esteban Grimalt,1991-01-09,27.7700205,75,Chile,Marco Grimalt,1989-07-11,29.2676249,77,Chile,17,Edouard Rowlandson,1988-07-20,30.2422998,75,France,Youssef Krou,1989-06-19,29.3278576,76,France,"32, Q11","14-21, 21-19, 15-11",00:49:00,Pool A,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Stavanger,Norway,2002,2002-07-02,W,42,Kerri Pottharst,2065-06-25,37.0184805,72,Australia,Natalie Cook,1975-01-19,27.449692,71,Australia,3,Helke Claasen,1977-03-16,25.2950034,72,Germany,Judith Augoustides,1975-04-10,27.2279261,74,South Africa,"30, Q36","19-21, 21-16, 15-6",00:47:00,Pool C,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Stare Jablonki,Poland,2010,2010-08-03,M,40,Janis Smedins,1987-07-31,23.008898,75,Latvia,Martins Plavins,1985-05-08,25.2375086,75,Latvia,"20, Q7",Anders Lund Hoyer,1983-09-04,26.9130732,78,Denmark,Bo Soderberg,1977-05-06,33.2429843,77,Denmark,"29, Q11","21-17, 21-16",00:41:00,Pool M,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Rome,Italy,2010,2010-05-17,W,23,Ilka Semmler,1985-09-08,24.6872005,72,Germany,Katrin Holtwick,1984-04-10,26.0999316,69,Germany,20,Angie Akers,1976-06-30,33.8781656,72,United States,Tyra Turner,1976-07-21,33.8206708,73,United States,4,"21-19, 21-16",00:33:00,Pool D,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Agadir,Morocco,2018,2018-07-26,M,29,Maksim Hudyakov,1989-05-10,29.21013,75,Russia,Ruslan Bykanov,1992-10-20,25.7631759,76,Russia,11,Daniel Mullner,1990-02-02,28.476386,78,Austria,Florian Schnetzer,1989-10-04,28.807666,72,Austria,10,"21-16, 21-10",00:39:00,Winner's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Berlin,Germany,2012,2012-07-11,W,11,Jolien Sinnema,1992-03-12,20.3312799,71,Netherlands,Marloes Wesselink,1987-04-14,25.2429843,69,Netherlands,"31, Q11",Elisabeth Klopf,1980-04-21,32.2217659,69,Austria,Valerie Teufl,1986-09-04,25.8507871,71,Austria,Q22,"19-21, 21-17, 17-15",00:47:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Marseille,France,2003,2003-07-15,W,14,Inga Ikauniece,1979-05-23,24.1451061,NA,Latvia,Inguna Minusa,1977-08-17,25.908282,69,Latvia,Q10,Barbara Hansel,1983-09-18,19.8220397,73,Austria,Sara Montagnolli,1978-12-02,24.6160164,67,Austria,Q23,"21-14, 21-18",00:29:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Seattle,United States,2019,2019-06-20,W,2,Aris Vetter,2003-12-03,15.5455168,NA,United States,Avi Vetter,2002-12-20,16.4982888,NA,United States,Q32,Jennifer Solm,1976-11-21,42.5763176,69,United States,Josie Lehman,1977-09-27,41.7275838,72,United States,Q33,"21-19, 21-18",NA,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,San Diego,United States,2009,2009-05-01,M,6,Matt Prosser,1978-11-27,30.425735800000002,79,United States,Pedro Brazao,1979-11-27,29.4264203,77,Brazil,11,Albert Hannemann,1970-05-04,38.9924709,75,United States,Russ Marchewka,1982-10-05,26.5708419,78,United States,22,"21-19, 21-19",00:53:00,Winner's Bracket,Round 1,18,7,4,0.167,0,1,1,2,28,16,6,0.357,2,3,0,10,31,14,5,0.29,0,2,0,8,13,8,4,0.308,2,4,6,5
FIVB,Mallorca,Spain,2002,2002-09-03,W,49,Kerri Walsh Jennings,1978-08-15,24.0520192,75,United States,Misty May-Treanor,1977-07-30,25.0951403,69,United States,1,Kylie Gerlic,1975-03-06,27.4962355,68,Australia,Summer Lochowicz,1978-03-30,24.4298426,70,Australia,18,"21-9, 21-11",00:34:00,Winner's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Stavanger,Norway,2001,2001-07-04,M,108,Jefferson Bellaguarda,1976-09-12,24.807666,76,Switzerland,Paulao Moreira,1969-04-29,32.1806982,76,Brazil,Q1,Ahren Cadieux,1975-04-06,26.2450376,76,Canada,Mike Chaloupka,1971-06-27,30.0205339,78,Canada,Q18,"22-24, 21-15, 16-14",00:59:00,Qualifier Bracket,Round 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Myslowice,Poland,2008,2008-09-02,W,43,Sona Novakova,1975-10-06,32.9089665,73,Czech Republic,Tereza Tobiasova,1974-04-10,34.3983573,70,Czech Republic,"3, Q3",Laura Ludwig,1986-01-13,22.6365503,70,Germany,Sara Niedrig,1984-05-21,24.2847365,71,Germany,6,"21-19, 21-16",00:40:00,Winner's Bracket,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Sanya,China,2009,2009-10-27,W,22,Danielle Remmers,1989-07-03,20.3175907,70,Netherlands,Sophie van Gestel,1991-06-29,18.329911,71,Netherlands,"25, Q6",Cristina Hopf,1985-10-09,24.0492813,69,Spain,Nadia Campisi,1982-05-01,27.4907598,71,Spain,Q11,"23-21, 21-15",00:37:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Stavanger,Norway,2014,2014-06-24,W,31,Carolina Salgado,1987-08-06,26.8829569,70,Brazil,Maria Clara Salgado,1983-05-06,31.1348392,69,Brazil,8,Alexandra Moiseeva,1983-02-09,31.3702943,73,Russia,Ekaterina Syrtseva,1990-08-11,23.8685832,73,Russia,"24, Q3","18-21, 21-18, 15-13",00:48:00,Pool H,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Marseille,France,2010,2010-07-19,W,62,Maria Antonelli,1984-02-25,26.3956194,69,Brazil,Talita Antunes,1982-08-29,27.8877481,71,Brazil,1,Doris Schwaiger,1985-02-28,25.3853525,68,Austria,Stefanie Schwaiger,1986-08-07,23.9479808,72,Austria,12,"21-17, 21-12",00:37:00,Gold Medal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Dallas,United States,2008,2008-04-17,W,9,Kerri Walsh Jennings,1978-08-15,29.6728268,75,United States,Misty May-Treanor,1977-07-30,30.715948,69,United States,1,Alicia Polzin,1971-09-06,36.6132786,75,United States,Janelle Allen,1980-11-22,27.4004107,70,United States,17,"21-18, 21-14",00:35:00,Winner's Bracket,Round 2,24,17,1,0.667,4,3,2,2,15,9,1,0.533,0,0,1,7,23,14,5,0.391,2,4,1,1,17,9,3,0.353,1,0,0,7
AVP,Santa Barbara,United States,2002,2002-06-14,W,14,Jennifer Meredith,1972-11-03,29.6098563,71,United States,Katy Eldridge,1971-10-08,30.6830938,71,United States,6,Danalee Bragado-Corso,1971-07-09,30.9322382,72,United States,Monique Oliver,2066-12-19,35.4852841,69,England,22,"21-11, 21-14",00:39:00,Winner's Bracket,Round 2,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
FIVB,Rio de Janeiro,Brazil,2015,2015-09-02,W,9,Chantal Laboureur,1990-01-04,25.6591376,70,Germany,Julia Sude,1987-09-02,28,73,Germany,10,Barbara Hansel,1983-09-18,31.9561944,73,Austria,Stefanie Schwaiger,1986-08-07,29.0704997,72,Austria,15,"21-12, 24-26, 15-13",00:51:00,Pool C,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Carson,United States,2003,2003-09-18,M,55,Jonas Reckermann,1979-05-26,24.3148528,79,Germany,Markus Dieckmann,1976-01-07,27.6960986,74,Germany,3,Brent Doble,1970-01-03,33.705681,78,United States,Karch Kiraly,2060-11-03,42.8720055,74,United States,31,"21-16, 21-18",00:46:00,Winner's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Stare Jablonki,Poland,2008,2008-06-03,M,12,Kristjan Kais,1976-03-03,32.2518823,74,Estonia,Rivo Vesik,1980-07-15,27.8850103,78,Estonia,6,Martin Tichy,1986-06-07,21.9904175,75,Czech Republic,Petr Benes,1974-11-27,33.5167693,78,Czech Republic,"27, Q14","18-21, 21-16, 15-5",00:52:00,Winner's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Fortaleza,Brazil,2002,2002-10-01,M,7,Mariano Baracetti,1974-07-12,28.2217659,76,Argentina,Martin Conde,1971-08-25,31.1019849,73,Argentina,4,Antonio Cotrino,1976-11-25,25.8480493,79,Spain,Jose Luis Lobato,1977-02-19,25.6125941,74,Spain,20,"21-11, 21-16",00:38:00,Pool D,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Austin,United States,2017,2017-05-18,M,70,Mark Van Zwieten,1987-07-05,29.8699521,73,United States,Steve Van Zwieten,1984-05-22,32.9883641,74,United States,Q24,Blake Dalton,1983-10-05,33.6180698,NA,United States,Josh Witherspoon,1986-01-22,31.3182752,NA,United States,Q41,"21-11, 21-10",00:32:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Chicago,United States,2007,2007-08-02,M,11,Bill Strickland,1980-12-26,26.5982204,81,United States,Canyon Ceman,1972-06-21,35.1129363,77,United States,11,Eyal Zimet,1976-09-01,30.9158111,74,United States,Mike DiPierro,1980-12-10,26.642026,78,United States,22,"21-16, 21-11",00:37:00,Winner's Bracket,Round 1,20,13,1,0.6,0,0,5,1,19,13,4,0.474,2,0,0,13,11,4,4,0,0,2,3,6,33,15,7,0.242,3,0,0,2
AVP,Boulder,United States,2005,2005-08-26,W,17,Kerri Walsh Jennings,1978-08-15,27.0308008,75,United States,Misty May-Treanor,1977-07-30,28.073922,69,United States,1,Brooke Niles,1981-03-11,24.4599589,68,United States,Sarah Straton,1970-10-06,34.8884326,74,Australia,8,"21-14, 21-14",00:31:00,Winner's Bracket,Round 3,22,16,3,0.591,0,0,5,10,23,15,1,0.609,0,0,0,8,9,6,2,0.444,0,3,0,4,42,17,7,0.238,1,0,1,4
FIVB,Durban,South Africa,2013,2013-12-11,W,16,"Eduarda ""Duda"" Lisboa",1998-08-01,15.3620808,72,Brazil,Thais Rodrigues Ferreira,1991-05-02,22.611909699999998,NA,Brazil,"24, Q3",Yuan Yue,1987-07-23,26.3874059,72,China,Yuanyuan Ma,1990-06-24,23.4661191,70,China,9,"15-21, 24-22, 15-12",00:52:00,Pool H,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Manhattan Beach,United States,2002,2002-08-08,W,34,Jenelle Koester,1977-11-16,24.7255305,72,United States,Mary Baily,2061-09-09,40.9117043,70,United States,29,Heidi Ilustre,1977-12-12,24.6543463,70,Philippines,Tanya Fuamatu-Anderson,1974-04-28,28.2792608,67,United States,13,"26-24, 16-21, 15-10",01:05:00,Contender's Bracket,Round 1,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2009,2009-08-06,W,30,April Ross,1982-06-20,27.1293634,73,United States,Jennifer Kessy,1977-07-31,32.0164271,72,United States,2,Kerri Walsh Jennings,1978-08-15,30.9760438,75,United States,Rachel Scott,1975-06-15,34.1437372,68,United States,3,"21-17, 17-21, 15-13",01:06:00,Winner's Bracket,Round 4,35,20,8,0.343,3,7,0,12,41,21,8,0.317,2,1,1,16,18,9,2,0.389,0,0,8,2,41,16,3,0.317,1,2,0,16
FIVB,Long Beach,United States,2015,2015-08-18,M,11,Aleksandrs Samoilovs,1985-04-06,30.3655031,77,Latvia,Janis Smedins,1987-07-31,28.0492813,75,Latvia,6,Christian Garcia,1986-11-01,28.7939767,75,Spain,Francisco Alfredo Marco,1986-10-04,28.8706366,71,Spain,"27, Q5","21-17, 21-14",00:37:00,Pool F,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Rio de Janeiro,Brazil,2017,2017-05-16,W,46,Kelly Claes,1995-09-18,21.6591376,74,United States,Sara Hughes,1995-02-14,22.2505133,70,United States,22,Elize Maia,1984-10-20,32.569473,72,Brazil,Taiana Lima,1984-05-27,32.9691992,69,Brazil,9,"10-21, 21-18, 15-9",00:41:00,Winner's Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Alanya,Turkey,2018,2018-05-31,M,25,Murat Giginoglu,1987-10-15,30.6255989,78,Turkey,Volkan Gogtepe,1987-03-22,31.192334,73,Turkey,1,Denys Denysenko,1996-10-15,21.6235455,NA,Ukraine,Oleksii Denin,1992-03-02,26.2450376,78,Ukraine,8,"21-15, 21-18",00:51:00,Semifinals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Vienna,Austria,2019,2019-07-30,M,32,Clemens Wickler,1995-04-28,24.2546201,75,Germany,Julius Thole,1997-05-17,22.201232,81,Germany,9,Alexander Horst,1982-12-20,36.6078029,73,Austria,Clemens Doppler,1980-09-06,38.8939083,79,Austria,8,"27-25, 21-18",00:45:00,Pool H,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Tempe,United States,2006,2006-05-05,M,50,Adam Roberts,1976-01-25,30.275154,73,United States,Mike DiPierro,1980-12-10,25.3990418,78,United States,"23, Q9",Brad Keenan,1981-08-10,24.733744,80,United States,John Mayer,1982-06-11,23.8986995,73,United States,Q8,"17-21, 21-17, 15-10",NA,Qualifier Bracket,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Stavanger,Norway,2011,2011-06-28,M,28,Janis Smedins,1987-07-31,23.9096509,75,Latvia,Martins Plavins,1985-05-08,26.1382615,75,Latvia,11,Hannes Brinkborg,1978-07-09,32.9691992,78,Sweden,Stefan Gunnarsson,1982-06-29,28.9965777,80,Sweden,27,"21-14, 21-13",00:29:00,Pool O,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Berlin,Germany,2003,2003-06-24,W,11,Danja Musch,1971-04-14,32.1943874,70,Germany,Susanne Lahme,2068-09-10,34.7843943,72,Germany,Q21,Merel Mooren,1982-09-22,20.752909,73,Netherlands,Sanne Keizer,1985-02-06,18.3764545,71,Netherlands,Q44,"21-10, 21-16",00:36:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Stavanger,Norway,2014,2014-06-25,M,15,Jonas Kissling,1990-12-07,23.5482546,76,Switzerland,Mats Kovatsch,1989-06-21,25.0102669,77,Switzerland,Q18,Daan Spijkers,1987-03-06,27.3045859,74,Netherlands,Michiel van Dorsten,1986-08-08,27.8795346,83,Netherlands,Q15,"21-19, 23-21",00:39:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Manhattan Beach,United States,2017,2017-08-17,M,5,John Hyden,1972-10-07,44.8596851,77,United States,Ryan Doherty,1984-02-02,33.5386721,85,United States,5,Brahma Furtado,1981-07-22,36.0711841,NA,United States,Max Clini,1974-07-29,43.0527036,76,United States,28,"21-10, 21-13",00:32:00,Winner's Bracket,Round 1,13,6,2,0.308,1,1,0,10,26,18,4,0.538,5,5,4,1,15,2,5,-0.2,0,4,0,2,16,8,3,0.313,0,1,1,4
AVP,Manhattan Beach,United States,2016,2016-07-14,M,116,Kevin McColloch,1984-04-19,32.2354552,77,United States,Roberto Rodriguez,1986-08-08,29.9329227,75,Puerto Rico,"21, Q4",Christopher Long,1993-11-09,22.6776181,NA,United States,Kyle Stevenson,1992-08-16,23.9096509,76,United States,Q13,"21-18, 23-21",00:44:00,Qualifier Bracket,Round 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Austin,United States,2019,2019-05-16,M,6,Christopher Vaughan,1993-08-27,25.7166324,76,United States,Tom Kohler,1987-01-19,32.3203285,75,United States,Q24,Charles Porter,1994-01-20,25.3169062,73,United States,Clark Porter,1989-03-14,30.1711157,75,United States,Q41,"21-17, 21-18",NA,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Mangaung,South Africa,2014,2014-12-09,M,37,Edouard Rowlandson,1988-07-20,26.3874059,75,France,Youssef Krou,1989-06-19,25.4729637,76,France,3,Daniel Mullner,1990-02-02,24.8487337,78,Austria,Peter Eglseer,1990-06-16,24.4818617,77,Austria,14,"19-21, 21-15, 15-9",00:48:00,Pool C,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Bandar Torkaman,Iran,2018,2018-10-03,M,23,Abbas Pourasgari,1988-12-21,29.7823409,75,Iran,Aghamohammad Salagh,1980-08-23,38.110883,73,Iran,3,Abolhassan Khakizadeh,2002-03-22,16.5338809,77,Iran,Reza Shamili,2001-01-15,17.7138946,76,Iran,13,"21-12, 21-8",00:27:00,Winner's Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Stavanger,Norway,2001,2001-07-04,M,99,Eugenio Amore,1972-02-17,29.3771389,76,Italy,Riccardo Lione,1972-04-13,29.2238193,78,Italy,Q23,Jon Grydeland,1974-11-12,26.642026,70,Norway,Ronny Berntsen,NA,NA,74,Norway,Q26,"21-17, 21-15",00:37:00,Qualifier Bracket,Round 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
